npsn,nama_sekolah,alamat,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0108302E7,SDN Palmeriam 01 Pg.,Jl. Kayumanis I Lama,Matraman,245.0,12.0,Drs. Saim Sujana,(021) 8508140,Padat/Kumuh,A
2.0108303E7,SDN Palmeriam 02 Pt.,Jl. Kayumanis I Lama,Matraman,242.0,11.0,"Kartidi, S.Pd.SD",(021) 8571104,Padat/Kumuh,B
2.0109025E7,SDN Palmeriam 03 Pg.,Jl. Kayumanis I Lama,Matraman,285.0,12.0,"SUTASMI, S.Pd.",(021) 8571104,Padat/Kumuh,A
2.0106067E7,SDN Pancoran 01 Pg.,Jl. Komp. Triloka MBAU Panc.,Pancoran,346.0,18.0,"IBNU MAULANA H ,S.Pd",(021) 7901610,Baik,A
2.0106069E7,SDN Pancoran 03 Pg.,Jl. Pancoran Timur II Blok B No. 21,Pancoran,212.0,10.0,SITI MARYATI,(021) 7902570,Baik,A
2.0102396E7,SDN Pancoran 05 Pg.,Jl. Pancoran Timur II Blok B No. 21,Pancoran,182.0,10.0,MAJID,(021) 7942491,Baik,B
2.0102395E7,SDN Pancoran 07 Pg.,Jl. Pancoran Barat VIII No. A,Pancoran,243.0,11.0,Muhammad Arif,(021) 7988578,Banjir,A
2.0102394E7,SDN Pancoran 08 Pg.,Jl. Pancoran Barat VIII,Pancoran,199.0,10.0,"Rohani Sitanggang, M.MPd",(021) 79188930,Banjir,A
2.0106071E7,SDN Pancoran 09 Pg.,Jl. Pancoran Barat VI A,Pancoran,151.0,9.0,"Hj.Nasiah Aziz,S.Pd",(021) 7982401,Banjir,B
2.0102392E7,SDN Pancoran 10 Pg.,Jl. Pancoran Barat VIII,Pancoran,295.0,13.0,Retna Prihayati,(021) 7981105,Padat/Kumuh,A
2.0104877E7,SDN Papanggo 01 Pg.,Jl. Papanggo III No. 53,Tanjung Priok,442.0,17.0,"Drs Gustaf Blegur, M.Pd",(021) 6511206,Baik,A
2.0104878E7,SDN Papanggo 02 Pt.,Jl. Papanggo III No. 53,Tanjung Priok,430.0,15.0,"H. Rata, S.Pd",(021) 65835674,Padat/Kumuh,B
2.0104879E7,SDN Papanggo 03 Pg.,Jl. Warakas I Gg. 25,Tanjung Priok,353.0,17.0,"Anwar Sanusi,S.Pd",(021) 43901930,Padat/Kumuh,B
2.0104644E7,SDN Pasar Baru 01 Pg.,"Jl. Pintu Besi I No. 42, Pasar Baru",Sawah Besar,212.0,17.0,Empoh,(021) 3511768,Baik,B
2.0100476E7,SDN Pasar Baru 03 Pg.,"Jl. Pintu Besi I No. 42, Pasar Baru",Sawah Besar,,9.0,Roida,(021) 34832355,Baik,B
2.0100464E7,SDN Pasar Baru 05 Pg.,"Jl. Pintu Besi I No. 42, Pasar Baru",Sawah Besar,209.0,18.0,Yayah Lailatul Chaeriah,(021) 3505692,Baik,B
2.0104645E7,SDN Pasar Baru 07 Pg.,Jl. Krekot Bunder III No. 1,Sawah Besar,245.0,11.0,"Hj.Arni Hayati, S.Pd",(021) 34832357,Baik,A
2.0100451E7,SDN Pasar Baru 09 Pg.,"Jl. Krekot Bunder III No. 1, Pasar Baru",Sawah Besar,231.0,10.0,"Suwarsini, M.Pd",(021) 34831236,Padat/Kumuh,A
2.0104646E7,SDN Pasar Baru 11 Pg.,"Jl. Kelinci Raya No. 28, Pasar Baru",Sawah Besar,216.0,12.0,"Drs.SUHARDI, MM",(021) 3502354,Banjir,B
2.0100454E7,SDN Pasar Baru 12 Pt.,"Jl. Kelinci Raya No. 28, Pasar Baru",Sawah Besar,156.0,7.0,Saprin,(021) 3510765,Banjir,B
2.0104647E7,SDN Pasar Baru 13 Pg.,"Jl. Pintu Besi I No. 42, Pasar Baru",Sawah Besar,200.0,11.0,"UU Suhud, S.Pd.",(021) 34832330,Baik,A
2.0106072E7,SDN Pasar Manggis 01 Pg.,Jl. Menteng Granit VII,Setia Budi,328.0,13.0,"WARSITO,S.Pd",(021) 83792004,Padat/Kumuh,A
2.0106073E7,SDN Pasar Manggis 02 Pt,Jl. Menteng Granit VII No. 5,Setia Budi,161.0,6.0,"Yetty Sumiati, S.Pd",(021) 83703257,Padat/Kumuh,A
2.0106074E7,SDN Pasar Manggis 03 Pg.,Jl. Sawah Lunto No. 56,Setia Budi,235.0,12.0,"Dede Judliah, S. Pd., M. MPd.",(021) 83706672,Padat/Kumuh,A
2.0102388E7,SDN Pasar Manggis 04 Pg.,Jl. Sawah Lunto No. 56,Setia Budi,249.0,10.0,"ISKANDAR, S.Pd",(021) 8351177,Baik,B
2.0106075E7,SDN Pasar Manggis 05 Pt.,Jl. Sawah Lunto No. 56,Setia Budi,136.0,7.0,"WIJI ASTUTI, S.Pd., MM",(021) 83706901,Baik,B
2.010237E7,SDN Pasar Manggis 06 Pt.,Jl. Sawah Lunto No. 56,Setia Budi,130.0,8.0,"Christina Sulistiyowati, S.Pd",(021) 83706682,Baik,B
2.0106076E7,SDN Pasar Minggu 01 Pg.,Jl. Mujair I Rawa Bambu No. 5,Pasar Minggu,206.0,10.0,"SUNARNO,M.MPd",(021) 7821370,Baik,A
2.0106077E7,SDN Pasar Minggu 02 Pg.,Jl. Palapa Raya No. 4,Pasar Minggu,327.0,13.0,"Hj. Sunyari, M.Pd",(021) 7819618,Baik,A
2.0106078E7,SDN Pasar Minggu 03 Pg.,Jl. Mujair I Rawa Bambu,Pasar Minggu,242.0,10.0,"DUMARIA PAKPAHAN, S.Pd",(021) 78830962,Padat/Kumuh,A
2.0106079E7,SDN Pasar Minggu 04 Pg.,Jl. Rawa Bambu I,Pasar Minggu,251.0,12.0,"NURWATI, S.Pd, M.M",(021) 78830124,Banjir,B
2.010235E7,SDN Pasar Minggu 05 Pg.,Jl. Rawa Bambu I,Pasar Minggu,263.0,13.0,KALIMAH,(021) 7802856,Baik,A
2.010608E7,SDN Pasar Minggu 06 Pt.,Jl. Mujair I Rawa Bambu,Pasar Minggu,155.0,12.0,SUGIYANTA. M.Pd,(021) 78833164,Baik,B
2.0104648E7,SDN Paseban 01 Pg.,Jl. Kramat Sawah VI,S e n e n,200.0,10.0,SITI MUTMAINAH,(021) 31927584,Padat/Kumuh,B
2.0100458E7,SDN Paseban 02 Pg.,Jl. Kramat Sawah VI,S e n e n,153.0,8.0,Lombardini,(021) 3920576,Padat/Kumuh,B
2.0100459E7,SDN Paseban 03 Pg.,Jl. Kramat Sawah VI,S e n e n,173.0,8.0,Sri Mintaningsih S.Pd,(021) 3108118,Padat/Kumuh,C
2.010046E7,SDN Paseban 05 Pg.,Jl. Kramat Sawah VI,S e n e n,404.0,22.0,"SOLICHIYAR, MM",(021) 3911786,Baik,A
2.0104649E7,SDN Paseban 07 Pg.,Jl. Salemba Tengah No. 278C,S e n e n,213.0,11.0,Dra. SRI NOORYATI,(021) 3928318,Baik,A
2.0100477E7,SDN Paseban 09 Pg.,Jl. Salemba Tengah I No. 21,S e n e n,144.0,10.0,RUSLIANA MANURUNG,(021) 31900456,Padat/Kumuh,B
2.0104651E7,SDN Paseban 11 Pg.,Jl. Salemba Tengah I No. 21,S e n e n,185.0,10.0,RONI SUTANTO,(021) 3162145,Baik,B
2.0104652E7,SDN Paseban 15 Pg.,Jl. H. Murthado VIII,S e n e n,205.0,9.0,"TASIM SUTISMAN, S.Pd",(021) 31903470,Baik,B
2.0100495E7,SDN Paseban 17 Pg.,Jl. H. Murthado VIII,S e n e n,182.0,9.0,NURMANAH,(021) 31907924,Padat/Kumuh,B
2.0100496E7,SDN Paseban 18 Pg.,Jl. H. Murthado VIII No. A-717,S e n e n,175.0,8.0,"ASNIWARTI,S.Pd",(021) 3906270,Baik,B
2.0105445E7,SDN Pegadungan 01 Pg.,Jl. Peta Barat No. 47,Kalideres,284.0,12.0,"Kasnuri, S.Pd., M.Si",(021) 5419041,Baik,A
2.0105446E7,SDN Pegadungan 02 Pg.,Jl. 20 Desember,Kalideres,316.0,11.0,"OJAK P. HUTAGALUNG, S.Pd",(021) 54391834,Padat/Kumuh,B
2.0105447E7,SDN Pegadungan 03 Pg.,Jl. Peta Utara No. 29,Kalideres,316.0,15.0,Drs.H.NASRUDIN,(021) 54397716,Baik,B
2.0105448E7,SDN Pegadungan 04 Pg.,Jl. 20 Desember RT001/RW03,Kalideres,315.0,12.0,"Muh Tas'an, S.Pd",(021) 54399565,Padat/Kumuh,B
2.0105449E7,SDN Pegadungan 05 Pg.,Jl. Peta Utara III No. 47,Kalideres,389.0,15.0,"Agus Haryadi, MM",(021) 5447636,Banjir,A
2.010545E7,SDN Pegadungan 06 Pg.,Jl. Irigasi,Kalideres,336.0,12.0,"Hj. YUMANETI, S.Pd.MM",(021) 5448849,Padat/Kumuh,B
2.0109142E7,SDN Pegadungan 07 Pg.,Jl. Irigasi Rawa Lele,Kalideres,283.0,11.0,"Hj. NUNUK RUKAYAH, M.Pd",(021) 54398394,Banjir,A
2.0105452E7,SDN Pegadungan 08 Pt.,Jl. Peta Barat No. 47,Kalideres,238.0,6.0,,(021) 54372633,Baik,B
2.0105454E7,SDN Pegadungan 10 Pt.,Jl. Irigasi Rawa Lele RT08/RW01,Kalideres,262.0,11.0,"TULUS SURATNO, S.Pd",(021) 54376410,Padat/Kumuh,B
2.0105455E7,SDN Pegadungan 11 Pg.,Jl. Peta Utara No. 10,Kalideres,631.0,24.0,"Wahyono,S.Pd.,M.Si",(021) 54375307,Baik,A
2.0105457E7,SDN Pegadungan 12 Pg.,Jl. Kumbang Raya Rawalele No. 54,Kalideres,310.0,14.0,"IMAN, S.Pd,M.Si",(021) 5419205,Padat/Kumuh,A
2.0105458E7,SDN Pegadungan 13 Pg.,Jl. Utan Jati,Kalideres,378.0,17.0,"Sukirno, S.Pd",(021) 5449923,Banjir,A
2.0108945E7,SDN Pegadungan 14 Pg.,Jl. Utan Jati,Kalideres,334.0,12.0,Endang Patriyani Warsitanings,(021) 5408120,Banjir,A
2.0108946E7,SDN Pegadungan 15 Pt.,Jl. Irigasi,Kalideres,350.0,13.0,"ETIK SUKARNI,S.Pd.MM",(021) 54395690,Banjir,B
2.0104653E7,SDN Pegangsaan 01 Pg.,Jl. Ampiun No. 1A,Menteng,317.0,15.0,"Hj. Ni Luh Satrini Asri, S.Pd",(021) 31904502,Padat/Kumuh,A
2.0104654E7,SDN Pegangsaan 02 Pt.,Jl. Ampiun No. 1A,Menteng,150.0,10.0,"SLAMET, S.Pd",(021) 3908327,Padat/Kumuh,B
2.010488E7,SDN Pegangsaan Dua 01 Pg.,"Jl. Kepu, Pegangsaan Dua",Kelapa Gading,328.0,14.0,"DADANG KADARISMAN, S.Pd., M. S",(021) 4615682,Padat/Kumuh,B
2.0104881E7,SDN Pegangsaan Dua 02 Pt.,"Jl. Kepu, Pegangsaan Dua",Kelapa Gading,192.0,11.0,"SUDARWI PARSIH, S.Pd. M.Si.",(021) 46836913,Banjir,B
2.0104882E7,SDN Pegangsaan Dua 03 Pg.,"Jl. Kepu, Pegangsaan Dua",Kelapa Gading,281.0,10.0,"CHRESTINA YUNIAR.S.S,Pd",(021) 4615689,Baik,B
2.0104883E7,SDN Pegangsaan Dua 04 Pt.,"Jl. Kepu, Pegangsaan Dua No. 21",Kelapa Gading,172.0,10.0,"Dra. ASMAWATI,M.Si",(021) 46835378,Padat/Kumuh,B
2.0104884E7,SDN Pegangsaan Dua 05 Pg.,"Jl. Harpa II, Pengangsaan Dua, Kelapa Gading",Kelapa Gading,270.0,13.0,,(021) 4522432,Baik,A
2.0104885E7,SDN Pegangsaan Dua 06 Pg.,Jl. Kompi Udin,Kelapa Gading,245.0,12.0,"Hj,Novita Eriani, S.Pd",(021) 4535854,Baik,B
2.0104886E7,SDN Pegangsaan Dua 07 Pg.,Jl. Akordion Pengangsaan Dua,Kelapa Gading,193.0,10.0,"Mawardi, S. Pd, M. Si",(021) 4529337,Baik,A
2.0104887E7,SDN Pegangsaan Dua 08 Pg.,"Jl. Kompi Udin, Pegangsaan Dua",Kelapa Gading,257.0,12.0,"Betty Antyna Eff, S.Pd, M.Si",(021) 4534138,Padat/Kumuh,B
2.0104889E7,SDN Pegangsaan Dua 09 Pt.,Jl. Kompi Udin,Kelapa Gading,122.0,9.0,"JUNIANTO, S.Pd",(021) 45842874,Baik,B
2.0104891E7,SDN Pejagalan 01 Pg.,Jl. D. Teluk Gong,Penjaringan,403.0,11.0,"Drs. EMBISI SIHOTANG, M.Si.",(021) 6670655,Baik,A
2.0100658E7,SDN Pejagalan 02 Pt.,Jl. D. Teluk Gong RT12/RW10,Penjaringan,276.0,12.0,"Udin Suryana, S.Pd.",(021) 6626095,Baik,B
2.0100659E7,SDN Pejagalan 03 Pg.,Jl. Raya Teluk Gong No. 160,Penjaringan,345.0,11.0,"SUMIYATI, S.Pd",(021) 66697374,Banjir,A
2.010066E7,SDN Pejagalan 04 Pt.,Jl. Raya Teluk Gong No. 160,Penjaringan,305.0,13.0,"SRI SUPRIYATI, S.Pd",(021) 6626548,Padat/Kumuh,A
2.0104892E7,SDN Pejagalan 05 Pg.,Jl. Teluk Gong RT015/RW08,Penjaringan,323.0,13.0,"Drs.H.Hasan Abdullah, MM",(021) 6670760,Baik,A
2.0100661E7,SDN Pejagalan 06 Pt.,"Teluk Gong, Jl. V",Penjaringan,265.0,11.0,"Sri Supriyati, S.Pd",(021) 98157298,Padat/Kumuh,B
2.0100662E7,SDN Pejagalan 07 Pg.,Jl. Teluk Gong Jl. D,Penjaringan,369.0,13.0,"SOBIRIN,S.Pd",(021) 6626022,Baik,B
2.0100663E7,SDN Pejagalan 08 Pt.,"Teluk Gong, Jl. D",Penjaringan,321.0,10.0,"Riswanto,S. Pd",(021) 6626239,Baik,A
2.0100664E7,SDN Pejagalan 09 Pg.,"Jl. Cenang I, Teluk Gong",Penjaringan,289.0,11.0,KASIH,(021) 6626073,Banjir,B
2.0100665E7,SDN Pejagalan 10 Pt.,"Jl. Cenang I, Teluk Gong",Penjaringan,117.0,9.0,"Kasih, S.Pd",,Banjir,B
2.0100667E7,SDN Pejagalan 11 Pg.,"Jl. Cenang I, Teluk Gong",Penjaringan,263.0,14.0,"H. Jayusman, M.Si",(021) 6626073,Padat/Kumuh,B
2.0106081E7,SDN Pejaten Barat 01 Pg.,Jl. Raya Condet Pejaten No. 16,Pasar Minggu,243.0,10.0,"H. Mat Zein, M.Pd",(021) 79182027,Baik,A
2.0106082E7,SDN Pejaten Barat 02 Pt.,Jl. Raya Condet Pejaten No. 16,Pasar Minggu,118.0,9.0,"Hj. Suminah, S.Pd",(021) 79181947,Baik,B
2.0106083E7,SDN Pejaten Barat 03 Pg.,Jl. Buncit Raya No. 15,Pasar Minggu,286.0,14.0,"Nurseha, S.Pd",(021) 7946923,Baik,A
2.0106084E7,SDN Pejaten Barat 05 Pg.,Jl. Raya Pejaten,Pasar Minggu,231.0,9.0,MOH. RUMLIS,(021) 7902080,Baik,A
2.0106085E7,SDN Pejaten Barat 06 Pg.,Jl. Rambutan No. 20,Pasar Minggu,200.0,9.0,Dra. Wahidarni,(021) 7946003,Baik,A
2.0106086E7,SDN Pejaten Barat 07 Pg.,Jl. Rambutan No. 22,Pasar Minggu,197.0,9.0,"Boan Bachtiar, M.Pd",(021) 7984188,Baik,B
2.0106087E7,SDN Pejaten Barat 08 Pg.,Jl. Rambutan VII No. 12,Pasar Minggu,192.0,11.0,"Sri Daryati, S. Pd",(021) 7983032,Baik,A
2.0106088E7,SDN Pejaten Barat 09 Pg.,Jl. Amil RT002/RW04,Pasar Minggu,225.0,9.0,"Dwi Restiningsih, S.Pd",(021) 7901890,Baik,A
2.0106089E7,SDN Pejaten Barat 10 Pg.,Jl. Amil,Pasar Minggu,211.0,10.0,"CUT MARDIANI, S.Pd",(021) 7982460,Baik,A
2.010609E7,SDN Pejaten Barat 11 Pg.,Jl. H. Ayub Gg. F,Pasar Minggu,245.0,9.0,"Boan Bachtiar,M.Pd",(021) 79197668,Baik,A
2.0106091E7,SDN Pejaten Barat 12 Pg.,Jl. Masjid Al Fajri,Pasar Minggu,292.0,13.0,"Hasan, S.Pd",(021) 7997268,Baik,A
2.0106092E7,SDN Pejaten Timur 01 Pg.,Jl. Poltangan IV,Pasar Minggu,417.0,18.0,"Mulyadi, M.MPd",(021) 7816834,Baik,A
2.0102337E7,SDN Pejaten Timur 02 Pt.,Jl. Poltangan IV,Pasar Minggu,158.0,10.0,"Jayusman , S.Pd",(021) 78837239,Baik,B
2.0106093E7,SDN Pejaten Timur 03 Pg.,Jl. Poltangan IV,Pasar Minggu,296.0,13.0,"HALIFATULLAH, M.Pd",(021) 7827248,Padat/Kumuh,A
2.0106094E7,SDN Pejaten Timur 04 Pt.,Jl. Poltangan IV,Pasar Minggu,193.0,9.0,"H. RAHMATULLAH, S.Pd",(021) 7817474,Baik,A
2.0102334E7,SDN Pejaten Timur 05 Pg.,"Jl. Gunuk I No. 50, Pasarminggu",Pasar Minggu,370.0,14.0,"M. Aselih, S.Pd",(021) 7810766,Baik,A
2.0102332E7,SDN Pejaten Timur 06 Pt.,Jl. Gunuk I No. 50,Pasar Minggu,218.0,11.0,"SYARIFUDDIN, S.Pd.",(021) 78844481,Baik,A
2.0106097E7,SDN Pejaten Timur 07 Pg.,Jl. Kemuning IV No. 2,Pasar Minggu,239.0,11.0,Untung Subagio,(021) 7949643,Baik,A
2.0106098E7,SDN Pejaten Timur 09 Pg.,Jl. Kemuning IV,Pasar Minggu,209.0,10.0,"Darmi,S.Pd",(021) 7997380,Baik,A
2.0106099E7,SDN Pejaten Timur 11 Pg.,Jl. Pagujaten,Pasar Minggu,692.0,31.0,Dra. Sri Yuesti,(021) 79198669,Baik,B
2.0106102E7,SDN Pejaten Timur 15 Pg.,Jl. Siaga Dharma VIII No. 19,Pasar Minggu,130.0,8.0,"Drs. Suyatno, M.Pd",(021) 7989733,Banjir,A
2.0106103E7,SDN Pejaten Timur 17 Pg.,Jl. Masjid Baru,Pasar Minggu,205.0,10.0,MARSONO,(021) 7972845,Baik,A
2.0106104E7,SDN Pejaten Timur 18 Pg.,Jl. Mesjid Baru,Pasar Minggu,208.0,11.0,"Ruslan,S.Pd",(021) 7948460,Baik,A
2.0106105E7,SDN Pejaten Timur 20 Pg.,Jl. Kemuning Dalam I,Pasar Minggu,215.0,10.0,Y.SUNARYO,(021) 7947593,Baik,B
2.0106106E7,SDN Pejaten Timur 21 Pt.,Jl. Kemuning Dalam I,Pasar Minggu,182.0,10.0,NONO SUPRIATNO S.Pd,(021) 7949057,Padat/Kumuh,B
2.0106107E7,SDN Pejaten Timur 22 Pg.,Jl. Rukun Pejaten Timur,Pasar Minggu,151.0,7.0,"HARDI,S.Pd",(021) 7948791,Banjir,B
2.0108834E7,SDN Pekayon 01 Pg.,Jl. Raya Bogor Km. 27,Pasar Rebo,289.0,14.0,"SRI MUJIATI,S.Pd.SD",(021) 8703147,Baik,A
2.0108835E7,SDN Pekayon 02 Pt.,Jl. Raya Bogor Km. 27,Pasar Rebo,241.0,11.0,"Sri Mujiati, S.Pd.SD",(021) 87706413,Baik,A
2.0108836E7,SDN Pekayon 03 Pg.,Jl. Gandaria I,Pasar Rebo,327.0,13.0,"SRI SUTARTI, S.Pd, MM",(021) 8702417,Baik,A
2.0108837E7,SDN Pekayon 04 Pt.,Jl. Gandaria I,Pasar Rebo,309.0,13.0,"SRI SUTARTI, MM",(021) 87714008,Baik,A
2.0108838E7,SDN Pekayon 05 Pg.,Komp. Asrama Mekanis Yonif 201 Jaya Yudha,Pasar Rebo,364.0,18.0,"Rosmeri Butar-Butar, S.Pd, MM.",(021) 8702037,Baik,A
2.0109026E7,SDN Pekayon 06 Pt.,Komp. Asrama Yonif 201 Jaya Yudha,Pasar Rebo,305.0,15.0,"RENY LIZAWATI,S.Pd,MM",(021) 87720427,Baik,A
2.0108839E7,SDN Pekayon 07 Pg.,Jl. Raya Bogor Km. 27,Pasar Rebo,485.0,22.0,"A SIJUM,MM",(021) 8703162,Padat/Kumuh,B
2.0108981E7,SDN Pekayon 09 Pg.,Jl. Pendidikan,Pasar Rebo,318.0,12.0,TUTIK WARGIYATI,(021) 8706842,Baik,A
2.0108841E7,SDN Pekayon 10 Pg.,Jl. Lapan,Pasar Rebo,423.0,19.0,Drs. Wawan Gunawan,(021) 8706504,Baik,A
2.0108842E7,SDN Pekayon 11 Pg.,Jl. Gandaria I,Pasar Rebo,340.0,19.0,"WIYATNO HS, MM",(021) 8707544,Baik,A
2.0108829E7,SDN Pekayon 12 Pg.,"Komp. Asrama Yonif 201 Jy, Jl. Raya Bogor Km. 28,5",Pasar Rebo,277.0,12.0,A. Sijum,(021) 8702416,Baik,A
2.0109027E7,SDN Pekayon 13 Pt.,"Jl. Raya Bogor Km. 28,5",Pasar Rebo,250.0,15.0,"Reny Lizawati, S.Pd. MM",(021) 87707123,Baik,A
2.0109028E7,SDN Pekayon 14 Pt.,Jl. Pendidikan,Pasar Rebo,262.0,13.0,"SRI SUPATMI, S.Pd",(021) 87720432,Baik,B
2.010883E7,SDN Pekayon 15 Pg.,Jl. Telaga,Pasar Rebo,435.0,19.0,"SRI SUPATMI, S.Pd.",(021) 8702415,Baik,A
2.0108831E7,SDN Pekayon 16 Pg.,Jl. Swadaya,Pasar Rebo,835.0,31.0,"MUDIARTI, MM",(021) 8720153,Baik,A
2.0108833E7,SDN Pekayon 18 Pg.,Jl. Tipar No. 66,Pasar Rebo,330.0,16.0,"Husmizar, MM",(021) 87708077,Baik,A
2.0105461E7,SDN Pekojan 01 Pg.,Jl. Mesjid Pekojan No. 161-163,Tambora,252.0,11.0,Dra. LILIEK PRASETYOWATI,(021) 6905381,Padat/Kumuh,B
2.0105462E7,SDN Pekojan 02 Pt.,Jl. Mesjid Pekojan No. 161-163,Tambora,206.0,10.0,"MUINAH, S. Pd. SD",(021) 69831457,Padat/Kumuh,B
2.0105463E7,SDN Pekojan 03 Pg.,Jl. Mesjid Pekojan No. 161-163,Tambora,239.0,12.0,Drs. SUKMARA.M.M,(021) 6916585,Baik,A
2.0101437E7,SDN Pekojan 04 Pt.,Jl. Mesjid Pekojan No. 161-163,Tambora,185.0,8.0,"SOLIHIN, S.Pd.SD",(021) 6919206,Baik,B
2.0105465E7,SDN Pekojan 05 Pg.,Jl. Mesjid Pekojan No. 161-163,Tambora,239.0,10.0,"ROHANI, S.Pd",(021) 6900588,Baik,B
2.0109327E7,SDN Pekojan 06 Pt.,Jl. Mesjid Pekojan No. 161-163,Tambora,189.0,9.0,"R. YUFTI ILLUSTRIANI, SH",(021) 69830447,Padat/Kumuh,B
2.0106108E7,SDN Pela Mampang 01 Pg.,Jl. Bangka II Gg. 5,Mampang Prapatan,328.0,12.0,"Hj. HARYANTI, S.Pd",(021) 7191185,Banjir,A
2.0102368E7,SDN Pela Mampang 02 Pt.,Jl. Bangka II Gg. 5,Mampang Prapatan,152.0,8.0,"SUWITO, S.Pd.",(021) 71790351,Padat/Kumuh,A
2.010611E7,SDN Pela Mampang 03 Pg.,Jl. Pondok Karya IX No. 9A,Mampang Prapatan,363.0,15.0,"Mamik Riayati S,Pd",(021) 7196413,Baik,A
2.0106112E7,SDN Pela Mampang 04 Pt.,"Jl. Bangka VIII RT07/RW12, Gg. Manggis",Mampang Prapatan,83.0,7.0,"H. ABDUL ROFIQ, S.Ag",(021) 7198343,Padat/Kumuh,B
2.0106113E7,SDN Pela Mampang 05 Pg.,Jl. Pondok Jaya VI No. 1,Mampang Prapatan,241.0,10.0,"Nur Asmara, S.Pd",(021) 7197175,Banjir,A
2.0102365E7,SDN Pela Mampang 06 Pt.,Jl. Pondok Jaya VI No. 1,Mampang Prapatan,114.0,8.0,Drs. Hirman,(021) 7199835,Banjir,B
2.0106114E7,SDN Pela Mampang 07 Pg.,Jl. Bangka IX C No. 1,Mampang Prapatan,258.0,11.0,"Rahman Tamin, S. Pd",(021) 7180482,Padat/Kumuh,A
2.0106115E7,SDN Pela Mampang 08 Pg.,"Jl. Bangka VIII RT07/RW12, Gg. Manggis",Mampang Prapatan,180.0,9.0,ABDUL ROFIQ,(021) 7181024,Padat/Kumuh,A
2.0102362E7,SDN Pela Mampang 09 Pg.,"Jl. Bangka VIII , Gg. Manggis",Mampang Prapatan,188.0,9.0,"YEKTI SUESMI, S.Pd",(021) 7198588,Padat/Kumuh,A
2.0106116E7,SDN Pela Mampang 10 Pt.,"Jl. Bangka VIII RT07/RW12, Gg. Manggis",Mampang Prapatan,140.0,9.0,"Nurroniah, S.Pd",(021) 7181858,Padat/Kumuh,B
2.0106117E7,SDN Pela Mampang 11 Pg.,Jl. Pondok Jaya VI No. 1,Mampang Prapatan,317.0,9.0,Drs. SUDIKIN,(021) 7193384,Baik,A
2.0106118E7,SDN Pela Mampang 12 Pg.,Jl. Bangka VII Bawah,Mampang Prapatan,252.0,10.0,"Hasanudin, S.Pd, M.Si",(021) 7196619,Banjir,A
2.0102358E7,SDN Pela Mampang 13 Pg.,Jl. Bangka VII Bawah,Mampang Prapatan,254.0,12.0,"Suparsih, S.Pd",(021) 7182077,Baik,A
2.0106119E7,SDN Pela Mampang 14 Pg.,Jl. Bangka X Dalam No. 47,Mampang Prapatan,207.0,12.0,Drs. H. ANEN GUNAWAN,(021) 7192061,Baik,A
2.0102266E7,SDN Pengadegan 01 Pg.,Jl. Pengadegan Timur I,Pancoran,217.0,11.0,"Dra. E. F. SETIYASTUTI, M. Pd",(021) 7944577,Baik,A
2.0102192E7,SDN Pengadegan 03 Pg.,Jl. Pengadegan Timur I,Pancoran,294.0,14.0,yulaika sri hartati,(021) 7997282,Baik,A
2.0102175E7,SDN Pengadegan 04 Pt.,Jl. Pengadegan Timur I,Pancoran,76.0,9.0,"RETNO TRI ASTUTI,S.Pd",(021) 79183244,Baik,B
2.0102174E7,SDN Pengadegan 05 Pg.,Jl. Pengadegan Timur I No. 2,Pancoran,260.0,11.0,"Mariyana,S.Pd",(021) 79183244,Baik,B
2.0102173E7,SDN Pengadegan 07 Pg.,Jl. Pengadegan Barat XIII No. 47,Pancoran,205.0,11.0,NENY ISMARTINI,(021) 7991577,Baik,B
2.0102172E7,SDN Pengadegan 08 Pg.,Jl. Pengadegan Barat XIII,Pancoran,137.0,9.0,Yuniyati,(021) 79195189,Baik,B
2.0104212E7,SDN Penggilingan 01 Pg.,Jl. Raya Penggilingan,Cakung,327.0,13.0,"Hj. IRNAWATI, S.Pd., MM.",(021) 4801385,Baik,A
2.0104211E7,SDN Penggilingan 02 Pt.,Jl. Raya Penggilingan,Cakung,296.0,13.0,"NE. Rohaenah, S.Pd",(021) 46834482,Baik,A
2.0104205E7,SDN Penggilingan 03 Pg.,Jl. Raya Penggilingan Kav. 23-24,Cakung,320.0,13.0,"KASMAD, S.Pd",(021) 4805633,Baik,A
2.010421E7,SDN Penggilingan 04 Pt.,Jl. Raya Penggilingan Kav. 23-24,Cakung,314.0,9.0,"KASMAD, S.Pd",(021) 48700728,Baik,B
2.0108743E7,SDN Penggilingan 05 Pg.,"Komp. PIK, Jl. Raya Penggilingan",Cakung,361.0,13.0,"MASNAN GUNAWAN, S.Ag., MM",(021) 4608487,Baik,A
2.0104209E7,SDN Penggilingan 06 Pt.,"Komp. PIK, Jl. Raya Penggilingan",Cakung,330.0,13.0,"RITA SIRAIT, S.Pd",(021) 46835715,Baik,A
2.0104208E7,SDN Penggilingan 07 Pg.,"Komp. PIK, Jl. Raya Penggilingan",Cakung,354.0,16.0,"Masnan Gunawan, S.Ag. MM",(021) 4610721,Baik,B
2.0104207E7,SDN Penggilingan 08 Pt.,"Komp. PIK, Jl. Raya Penggilingan",Cakung,359.0,15.0,WAGIYA,(021) 46835253,Baik,B
