npsn,nama_sekolah,alamat,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0106291E7,SDS Kristen Ora Et Labora,Jl. Panglima Polim I Blok N.1,Kebayoran Baru,107.0,13.0,Drs. EKO PURNOMO,(021) 7261145,Baik,A
2.0105714E7,SDS Kristen Penabur XI,Jl. Surya Bahagia II Sunrise Garden,Kebon Jeruk,871.0,48.0,"Karmila, S.Pd",(021) 5802518,Baik,A
2.0105715E7,SDS Kristen Tiara Kasih,Jl. Taman Semanan Indah Blok C-1,Cengkareng,396.0,29.0,Dra. Anita L. Tobing,"(021) 54396258, (021) 54396259",Baik,A
2.0108894E7,SDS Kristen Tiranus,Jl. Pondok Kopi Timur Blok W No. 1,Duren Sawit,204.0,7.0,Dra. Vera Rosdiana,(021) 86612968,Baik,A
2.0105788E7,SDS Kristen Tunas Bangsa,Perumahan Citra Garden 3 Ext. Blok A-6 No. 1,Kalideres,135.0,12.0,"Erpina Simanjuntak,S.Pd.",(021) 55960945,Baik,Tidak Terakreditasi
2.0108872E7,SDS Kristen VIII Penabur,Jl. Taman Hijau Daun No. 24,Jatinegara,267.0,16.0,"Effy S.Kirana,S.Pd",(021) 8197357,Baik,A
2.0105052E7,SDS Kristen X BPK. Penabur,"PIK, Jl. Layar Permai 6 Blok SD 2",Penjaringan,930.0,50.0,"Juldianty, S.S",(021) 55967478,Baik,A
2.0105053E7,SDS Kristen Yusuf,"Jl. Arwana No. 16, Jembatan Dua",Penjaringan,462.0,11.0,"Debora Tjitjik Soedibjo, S.Pd.",(021) 669311,Baik,A
2012436.0,SDS Ksatria Bangsa,Jl. Matraman Raya No. 198-202,Jatinegara,,11.0,Lusia Meliani Suciadi,(021) 8506566,Baik,Tidak Terakreditasi
2.0102704E7,SDS Kupu-Kupu,Jl. Bangka VII Dalam No. 14,Mampang Prapatan,145.0,26.0,SRI SULAKSMI DAMAYANTI JUSUF,(021) 7190431,Baik,A
2.0104768E7,SDS Kwitang I PSKD,Jl. Tmn Kb. Sirih III No. 46A,Tanah Abang,41.0,12.0,Minetha A Mohede S.PaK,(021) 3143249,Baik,B
2.0106292E7,SDS Kwitang 6 PSKD,Jl. Bulungan No. 70,Kebayoran Baru,119.0,15.0,"LISTINA MUSYANTIWI, M.Th",(021) 7244224,Baik,A
2.0104769E7,SDS Kwitang II PSKD,Jl. Kramat IV/29,S e n e n,100.0,11.0,Damasti Siagian,(021) 3155811,Baik,A
2.0109148E7,SDS Kwitang III PSKD,Jl. Slamet Riyadi No. 3,Matraman,201.0,15.0,Adumas Lumban Gaol,(021) 8580342,Baik,A
2.0109086E7,SDS Laboratorium Jakarta,Jl. Rawa Jaya No. 34 RT008/RW04,Duren Sawit,247.0,16.0,Isnarti,(021) 8648369,Baik,A
2.0106293E7,SDS Laboratorium PGSD,"Jl. Setiabudi I No. 1, Setiabudi, Jakarta Selatan",Setia Budi,129.0,12.0,"Dra.Hj.Siti Rohmi Yuliati,M.Pd",(021) 5279895,Baik,B
2.0105054E7,SDS Lagoa (YPUL),Jl. Lagoa Gg. III,K o j a,92.0,10.0,"Hariyanto, S.Pd.I",(021) 4308134,Padat/Kumuh,B
2.0105716E7,SDS Laksa Bakti,Jl. Laksa III No. 60A,Tambora,131.0,9.0,M.RUSDI,0856 94065194,Baik,Tidak Terakreditasi
2.0105717E7,SDS Lamaholot,Jl. Jagung Raya Bojong Indah,Cengkareng,171.0,13.0,"Marino, S.Pd SD",(021) 58356813,Baik,A
2.0109512E7,SDS Lazuardi Cordova GIS,Jl. Meruya Selatan Raya No. 27,Kembangan,171.0,17.0,"Haiva Limiyya Fatimah, S.Pd.Si",(021) 5873810,Baik,A
2.010477E7,SDS Lembaga Putra Kita,Jl. Sukabumi III No. 2,Menteng,180.0,13.0,Endin Haerudin. S. Ag,(021) 3901942,Padat/Kumuh,B
2.0105718E7,SDS Lemuel I,Jl. K.S. Tubun No. 2A,Palmerah,58.0,9.0,"Juniar Silaen, S.Pd",(021) 5480533,Baik,A
2.0102367E7,SDS Lentera Indonesia,Jl. Sultan Iskandar Muda No. 98,Kebayoran Lama,257.0,13.0,"Yuliana S.M, S.Pd",(021) 7291777,Baik,A
2.0105055E7,SDS Lentera Kasih,Jl. SUNTER PERMAI RAYA,Tanjung Priok,68.0,8.0,Esphandiari Tampubolon,(021) 65301621,Baik,A
2.0108943E7,SDS Lia Stephanie,Taman Palem Lestari Blok D-7 No. 32,Cengkareng,214.0,12.0,"Fredy Dekky Lolong, SE",(021) 55962401,Baik,A
2.0109937E7,SDS Lilin Bangsa,Raya Mediterania Blok BB No. 1,Kelapa Gading,113.0,10.0,Dra. Kurniawati,(021) 45854785,Baik,Tidak Terakreditasi
2.0105056E7,SDS Lydia,Jl. Biru Laut Timur No. 20,Kelapa Gading,22.0,10.0,"D. Margaretha Nenoharan, S.Pd",(021) 4515172,Baik,Tidak Terakreditasi
2.0109155E7,SDS Madina Islamic School,Jl. Tebet Dalam IV No. 1,T e b e t,294.0,42.0,"Dewi Yanti, SE, Ak",(021) 8312311,Baik,A
6.9768298E7,SDS Mahabodhi Vidya Plus,Jl. Palem Anggur Kav. 8 Citra Garden 3,Kalideres,,28.0,Susiana Samsoedin,(021) 54360308,Baik,Tidak Terakreditasi
2.0101093E7,SDS Mahaprajna,Jl. Cilincing Lama No. 3,Cilincing,266.0,16.0,Drs. Frans H. Garang,(021) 4414543,Banjir,A
2.0109039E7,SDS Mahatma Gading,Komp. Villa Gading Indah Blok D,Kelapa Gading,256.0,27.0,"Elisabeth Utik Annawati, S.Pd",(021) 45843634,Baik,A
2.0104771E7,SDS Mahatma Gandhi (Kemayoran),"Jl. Tabing Blok B-16 No. 3, Gunung Sahari Utara",Sawah Besar,222.0,21.0,Agnes Irawati,(021) 6542241,Baik,A
2.0104772E7,SDS Mahatma Gandhi (Ps. Baru),Jl. Pasar Baru Selatan No. 10,Sawah Besar,86.0,15.0,Janny Sujatno,(021) 3456215,Baik,A
2.0105721E7,SDS Makarios,Jl. Raya Kembangan Baru No. 1,Kembangan,121.0,8.0,"FANNY HARMELINDA SIHOLE, M.Pd",(021) 5826967,Baik,A
2.0106296E7,SDS Manaratul Ulum,Jl. Mesjid Darussalam No. 3,Kebayoran Baru,185.0,12.0,H. Misbahuddin,(021) 72784027,Baik,B
2.0104773E7,SDS Mangga Besar 13,"Jl. Mangga Besar XIII No. 1, Mangga Dua Selatan",Sawah Besar,87.0,10.0,Ernawati,(021) 41726796,Baik,B
2.0108324E7,SDS Marsudirini I,Jl. Matraman Raya No. 129,Matraman,573.0,25.0,"Sr. M. Feliciana, OSF, S.Pd",(021) 8510732,Baik,A
2.0109353E7,SDS Mas Intan,Jl. Kp. Bahari III A9 No. 165,Tanjung Priok,105.0,11.0,"Farah Diba, S. PD.I",(021) 99829340,Baik,B
1.0,SDS Masjid Agung Sunda Kelapa,Jl. Taman Sunda Kelapa No. 16,Menteng,,7.0,"Ahmad Syaifuddin, S.S",(021) 31900162,Baik,Tidak Terakreditasi
2.010506E7,SDS Mawar Saron,Jl. Hibrida Timur,Kelapa Gading,108.0,11.0,Dra. Fenny Madutujuh R,(021) 45843455,Baik,A
2.0108991E7,SDS Mekar Sari,Jl. Batu Sulaeman No. 1,Pulo Gadung,154.0,11.0,"TUGINO, M.MPd",(021) 4714854,Baik,B
2.0105061E7,SDS Mekar Tanjung,Jl. Warakas VIII No. 46,Tanjung Priok,346.0,11.0,"Al Qoriati, S.Pd",(021) 4357288,Baik,B
2.0108958E7,SDS Melania I,Jl. Mangga Besar VI Selatan No. 84,Taman Sari,89.0,9.0,Yoseph Analoko,(021) 6498146,Baik,A
2.0104775E7,SDS Melania III,Jl. Percetakan Negara No. 31,Cempaka Putih,122.0,9.0,Drs Agustinus Slameto MM,(021) 4210585,Baik,B
2.0106297E7,SDS Melati Don Bosco,"Jl. Duta Indah, Pondok Indah",Cilandak,225.0,17.0,"HERIBERTUS TUKIMIN, S.Pd",(021) 7660717,Baik,A
2.0105723E7,SDS Mentari,Jl. Kebon Dua Ratus,Kalideres,271.0,9.0,"Sumariah, S.Pd",(021) 41356926,Baik,B
2.0106298E7,SDS Mentari,Jl. H. Jian No. 6,Kebayoran Baru,447.0,37.0,Dyah Rina Rudmiarsi,(021) 7255413,Baik,A
2.0109158E7,SDS Mentari Ar-Ridho Islamic School,Jl. Anggrek Utara No. 4,Cakung,288.0,22.0,ARIS HERAWAN,(021) 48703408,Baik,Tidak Terakreditasi
6.9756613E7,SDS Mentari Grand Surya,Jl. Taman Surya Blok MM-2 No. 5,Kalideres,,6.0,Exsuperantia Yohanita Irene,(021) 54375967,Baik,A
Merdekas,SDS Merdekasari,Jl. Kapuk Kebun Jahe,Cengkareng,,9.0,"Suprihatin,S.Pd",(021) 70617333,Padat/Kumuh,B
2.0100352E7,SDS Merpati,Jl. Batutulis XIII No. 18,Gambir,71.0,8.0,Sri Murni,(021) 94556264,Baik,B
2.0105062E7,SDS Methodist,Jl. Terusan Bandengan Utara 91AY,Penjaringan,477.0,20.0,Elvira Thamsir S.Pd,(021) 6620212,Baik,A
2.0105725E7,SDS Miftahul Falah,Jl. Swadarma Raya No. 15,Kembangan,188.0,10.0,"Robiah,S.Pd.MM",(021) 58900745,Baik,A
2.0108944E7,SDS Miftahul Mu'in,Jl. Cipondoh RT009/RW08,Kalideres,205.0,10.0,Akhmad Aspuri,(021) 54374084,Baik,B
2.0105063E7,SDS Miftahul Ulum,Jl. Bahari ll No. 105,Tanjung Priok,247.0,12.0,Drs. H. Achmad Dirdjono,(021) 43932050,Baik,A
2.010478E7,SDS Miranti,Jl. Taman Amir Hamzah No. 24,Menteng,45.0,6.0,ITA ROSITA,(021) 31900847,Baik,C
2.010572E7,SDS MKGR,Jl. Raya Kebon Jeruk No. 1,Kebon Jeruk,179.0,11.0,Mariati,0815 84081105,Baik,A
2.0109172E7,SDS Montessori Gading Permata,Jl. Boulevard Artha Gading Kav. D No. 10,Kelapa Gading,106.0,4.0,Pinondang Odorlina Gultom,"(021) 45845747, (021) 45865742",Baik,A
2.01063E7,SDS Mubasysirin,Jl. Karbela Selatan V No. 1,Setia Budi,147.0,10.0,"Uswatun Hasanah, SHI",(021) 5224116,Baik,B
2.0104781E7,SDS Mudatziriyah,Jl. F. Raya Komp. Listrik,Kemayoran,485.0,29.0,Drs.Rasim,(021) 42589687,Baik,A
2.0105065E7,SDS Muhamadiyah 17,Jl. Kp. Bahari Gg. ll No. 68,Tanjung Priok,170.0,10.0,"Indyawati, S. Pd.I",(021) 4305749,Baik,B
2.0105066E7,SDS Muhamadiyah 18,Jl. Kalibaru Barat,Cilincing,247.0,11.0,Abdullah Hasan Basri.S.Ag. SE.,(021) 44833589,Padat/Kumuh,B
2.0105064E7,SDS Muhamadiyah 22,Jl. Mundu Luar No. 1,K o j a,219.0,10.0,Suparno MS,(021) 4359142,Baik,B
2.0104782E7,SDS Muhamadiyah 56,Jl. K. H. Mas Mansur No. 65,Tanah Abang,208.0,14.0,Nur'aini Kosim,(021) 31925413,Baik,B
2.0106301E7,SDS Muhammadiyah 06,Jl. Tebet Timur Raya No. 565,T e b e t,497.0,35.0,Roslia Rahmawati,(021) 8298128,Baik,A
2.0108891E7,SDS Muhammadiyah 08,Jl. Bunga Rampai X,Duren Sawit,220.0,19.0,"Ani Rofiqoh,S.Pd",(021) 8621734,Baik,A
2.0108431E7,SDS Muhammadiyah 11,Jl. Tanjung Lengkong No. 04,Jatinegara,81.0,7.0,Drs. Nurdin,(021) 85917477,Banjir,B
2.0106302E7,SDS Muhammadiyah 16,Jl. Bukit Duri Tanjakan No. 10,T e b e t,121.0,12.0,"Muhammad Eru, S.PdI",(021) 8355157,Padat/Kumuh,B
2.0104783E7,SDS Muhammadiyah 21,Jl. Gunung Sahari XI No. 19,Sawah Besar,120.0,9.0,Djuarni,(021) 6120646,Padat/Kumuh,B
2.0108437E7,SDS Muhammadiyah 23,Jl. Rambutan No. 4,Matraman,145.0,11.0,Drs. Saliman,(021) 8500475,Baik,A
2.010915E7,SDS Muhammadiyah 24,Jl. Balai Pustaka Barat No.2,Pulo Gadung,672.0,33.0,"Drs. SAADIN , M.Pd",(021) 4894365,Baik,A
2.0105727E7,SDS Muhammadiyah 25,Jl. Kesederhanaan Dalam No. 66,Taman Sari,99.0,10.0,Nurlelah,0813 15939407,Baik,B
2.0105728E7,SDS Muhammadiyah 26,"Tanah Sereal X No. 8, Nusa Damai IV",Tambora,90.0,9.0,"Irmawati, S.Pd, SD",(021) 6312317,Padat/Kumuh,B
2.0105729E7,SDS Muhammadiyah 27,Jl. Gelong Baru Tomang,Grogol Petamburan,172.0,13.0,Bagyo.S.Pd,(021) 5647365,Baik,A
2.0106303E7,SDS Muhammadiyah 28,"Jl. Panjang, Cidodol",Kebayoran Lama,354.0,18.0,"Hj. Mahmudah, S. Pd",(021) 72792825,Baik,A
2.0108325E7,SDS Muhammadiyah 3,"Jl. KH. Ahmad Dahlan No. 20, Kayumanis, Jakarta Timur",Matraman,342.0,19.0,Drs.Chudri,(021) 8583014,Baik,A
2.0108892E7,SDS Muhammadiyah 4,Jl. Dewi Sartika 316A,Kramat Jati,151.0,13.0,"Yusup Maulana, S.Pd.I",(021) 8017181,Baik,B
2.0108985E7,SDS Muhammadiyah 41,Jl. Marmer No. 7-9-11,Pulo Gadung,338.0,20.0,Drs.Raharja Sugiyatna,(021) 4750721,Baik,A
2.010573E7,SDS Muhammadiyah 48,Jl. Anggrek Rosliana Raya Blok F-4,Palmerah,90.0,9.0,Rohmah,(021) 53678113,Baik,B
2.0104784E7,SDS Muhammadiyah 49,Jl. H. Ung No. 419 RT013/RW02,Kemayoran,160.0,12.0,"Surati, S.Pd.I",(021) 4262660,Baik,A
2.0106305E7,SDS Muhammadiyah 5,Jl. Limau I-II-III Blok B,Kebayoran Baru,493.0,30.0,"AHMAD SAID, S.E.I.",(021) 7204683,Baik,A
2.0104785E7,SDS Muhammadiyah 50,"Jl. Galindra, Kemayoran Gempol",Kemayoran,112.0,11.0,"Sri Mulyani, S.Pd",(021) 4211522,Baik,B
2.0106306E7,SDS Muhammadiyah 52,Jl. Kampung Melayu Kecil I No.52,T e b e t,121.0,10.0,"M. ICHSAN,SE",(021) 8311478,Banjir,A
2.0104786E7,SDS Muhammadiyah I,Jl. Garuda No. 33,Kemayoran,158.0,14.0,Edriati,(021) 4242381,Baik,A
2.0104787E7,SDS Muhammadiyah II,Jl. Kramat Raya No. 49,S e n e n,219.0,17.0,"Ani Ajiani,S.Ag. M.Pd",(021) 3909948,Baik,B
2.0105726E7,SDS Muhammadiyah X,Jl. Dr. Susilo I,Grogol Petamburan,102.0,7.0,"Sugiyatin,S.Pd",(021) 5674878,Baik,B
2.0109898E7,SDS Mulia Kencana,Perum Taman Kencana Blok C-1 No. 7,Cengkareng,304.0,16.0,EDY SHEN,(021) 5553161,Baik,B
2.0105731E7,SDS Murtini,Jl. Kramat Jalan Dalam No. 4 Tanah Sereal XVII,Tambora,143.0,6.0,TAN LIE PIN,(021) 94593503,Baik,A
2.0105732E7,SDS Muslimat,Jl. Peta Selatan II No. 62,Kalideres,379.0,21.0,H. Mohamad Zaini,(021) 5401838,Baik,A
2.0104788E7,SDS Muslimin,Jl. Kramat Raya No. 11,S e n e n,88.0,9.0,"Kurnia Nur Yanti, S.Pd",(021) 3106848,Padat/Kumuh,B
2.0108986E7,SDS Mustika,Jl. Bekasi Timur Km. 15,Pulo Gadung,152.0,10.0,ITA HUSA NOVITA,"(021) 32355790, 0812 10755135",Padat/Kumuh,B
2.010927E7,SDS Mutiara Bangsa 3,Jl. Jelambar Barat III No. 5B,Grogol Petamburan,461.0,42.0,"Yani, S.E.","(021) 56940779, (021) 5665270",Baik,A
2.0105067E7,SDS Mutiara II,Jl. Warakas Raya No. 3-4,Tanjung Priok,334.0,11.0,C.H Sukati,(021) 4352783,Baik,B
2.0109103E7,SDS Nahdatul Wathon,Kp. Pisangan,Cakung,330.0,16.0,"H. Sofawi, S.Pd I",(021) 46820788,Baik,B
2.0109213E7,SDS Narada,Perum Kosambi Baru Blok A Ext. 1,Cengkareng,348.0,30.0,Ketut Setiawan,(021) 54377130/225,Baik,A
2.0104791E7,SDS Nasional I Pg.,Jl. Martapura Ujung No. 1A,Tanah Abang,112.0,7.0,UUS SURYADI,(021) 3920160,Baik,B
6.9830191E7,SDS Nation First School,"Komp. Tama Indah, Jl. Jembatan Tiga No. 36 BE-BI",Penjaringan,,9.0,"B.R. Lindha Yuliani, S. Pd","(021) 6611071, (021) 6611072",Baik,Tidak Terakreditasi
2.0104792E7,SDS Nazareth Kudus,Jl. Kalibaru Timur VI No. 7,S e n e n,156.0,15.0,Claudia Sri Winarti,(021) 4248204,Baik,B
2.0106308E7,SDS Niaga Ekasari,Jl. Perdagangan IV No. 32,Pesanggrahan,229.0,15.0,BENANNI ARITONANG,(021) 7361373,Baik,A
2.0104793E7,SDS Nirwana,Jl. Jati Bundar VII No. 181,Tanah Abang,232.0,5.0,Husain. Saepudin,(021) 3928259,Padat/Kumuh,B
6.9759144E7,SDS Nizamia Andalusia,Jl. Raya Mabes Hankam No. 15-16,Cipayung,,23.0,ZAHRA FAJARDINI,(021) 29825775,Baik,Tidak Terakreditasi
6.9772651E7,SDS Noah,Jl. Kalisari Raya II No. 11,Pasar Rebo,,23.0,Devi Silviaty Gunawan,(021) 87716186,Baik,Tidak Terakreditasi
2.0105733E7,SDS Notre Dame,"Jl. Puri Kembang Barat Raya Blok M, Puri Indah",Kembangan,600.0,33.0,"HENDRICUS SUPARYANA, S.Pd.",(021) 5805334,Baik,A
2.0105068E7,SDS Nur Hidayah,Jl. Warakas V Gg. 2 No. 102/104,Tanjung Priok,64.0,11.0,"Yuli Darmayani, S. Sn",(021) 95120283,Baik,B
2.0104794E7,SDS Nurani,Jl. Utan Panjang III No. 50,Kemayoran,14.0,6.0,Hasanah SPd.I,(021) 4227860,Baik,B
2.0109357E7,SDS Nurani Insani,Jl. Petamburan III,Tanah Abang,88.0,9.0,"Nia Novitasari, S.Sos",(021) 70360004,Baik,C
2.010507E7,SDS Nurul Falah,Jl. Sungai Bambu I No. 28,Tanjung Priok,99.0,12.0,"NURAINI, S.Pd",(021) 4352685,Baik,B
2.0105071E7,SDS Nurul Falah I,"Komp. TNI AL, Jl. Dewa Kembar",Cilincing,190.0,9.0,Dra. Zumi Febrik,(021) 44835354,Banjir,A
2.0105072E7,SDS Nurul Falah II,"Komp. TNI AL, Jl. Dewa Kembar",Cilincing,191.0,9.0,"M. Abdul Saeroni, SAg",(021) 44835354,Banjir,B
2.0105073E7,SDS Nurul Farhah,"Jl. Raya Logistik, Kp. Batu Tumbuh",K o j a,186.0,9.0,Siti Khodijah S.PdI,0852 18885648,Padat/Kumuh,B
2.0106309E7,SDS Nurul Hidayah,Jl. H. Jian No. 6,Kebayoran Baru,91.0,9.0,Hj. Rohayati,(021) 7201350,Baik,B
2.0108326E7,SDS Nurul Hikmah,Jl. Salemba Tegalan I H No. 12,Matraman,368.0,25.0,"Lutfiah, M.Pd.I",(021) 85908229,Baik,A
2.0105734E7,SDS Nurul Huda,Jl. Nurul Huda No. 12A,Palmerah,65.0,6.0,Unariah,(021) 5650626,Banjir,B
2.0108862E7,SDS Nurul Huda,Jl. Asrama Zeni AD RT005/RW07,Cipayung,150.0,8.0,Halimah S.ag,(021) 98527472,Baik,B
2.0105075E7,SDS Nurul Huda,Jl. Bakti IX No. 27,Cilincing,313.0,11.0,"H. Satino, S.Pd.I",(021) 4408648,Banjir,B
2.0104299E7,SDS Nurul Ihsan,Jl. Raya Pulo Gebang No. 99,Cakung,134.0,9.0,"Tursini,S.Pd",(021) 48703362,Baik,A
2.0105076E7,SDS Nurul Ikhlas,"Jl. Baru Gg. II, Cilincing",Cilincing,301.0,11.0,Ruslan,0811 9931388,Baik,B
2.0109091E7,SDS Nurul Iman,"Jl. Kesehatan No. 7, Pondok Bambu Permai",Duren Sawit,443.0,39.0,Sri Palupi,(021) 70986865,Baik,A
2.0105077E7,SDS Nurul Iman,Jl. Lagoa Kanal,Tanjung Priok,262.0,9.0,NURYANI,(021) 43908742,Baik,B
2.0109075E7,SDS Nurul Islam,Jl. Raya Pondok Kopi Blok Y No. 11,Duren Sawit,117.0,15.0,SITI LIYANAWATI S.Pd,(021) 86603738,Baik,B
2.0109141E7,SDS Nurul Islam,"Jl. Swadaya IV, Pulojahe No.72B",Cakung,139.0,9.0,"NABIL, S.S, M.Ag",(021) 4614883,Baik,B
2.0105079E7,SDS Nurul Ittihad,Jl. Hidup Baru No. 260,Pademangan,132.0,10.0,"Yudiana Rahvindika N, S. Pd",(021) 6450218,Baik,B
2.0103875E7,SDS Nurul Yaqin,Jl. Bekasi Timur IV Dalam,Jatinegara,146.0,10.0,Ahmad Jaki,(021) 85906207,Padat/Kumuh,Tidak Terakreditasi
2.010508E7,SDS Nurul Yaqin,Jl. Budi Mulia No. 60,Pademangan,68.0,8.0,"Hj. Neneng Hasnawati, S.Pd",0813 85239055,Padat/Kumuh,B
6.9762791E7,SDS Nurul Yaqin,Jl. Budaya,Kramat Jati,,22.0,Sally Aminah,(021) 8097583,Baik,Tidak Terakreditasi
2.0109197E7,SDS Nusa Melati,Jl. Raya Cipayung Setu (Hankam) No. 6,Cipayung,,8.0,YULIANA EVITA,(021) 8444422,Baik,B
2.010906E7,SDS Oikoumene,Jl. Bunga Rampai X,Duren Sawit,244.0,10.0,Drs. Supriyono L.,(021) 86618484,Baik,B
2.0104796E7,SDS P U I,Jl. Galur Jaya No. 16,Johar Baru,123.0,16.0,Dewi Resmiati,(021) 42873714,Padat/Kumuh,B
2.0105735E7,SDS Padindi,Jl. Prepedan Dalam No. 38,Kalideres,187.0,10.0,"Ainur Ropiko, S.Pd. I",(021) 5561438,Baik,B
2.0105082E7,SDS Padindi,Jl. Papanggo ll Blok D No. 70,Tanjung Priok,359.0,13.0,"SUGIYANTO, A.Ma.Pd",(021) 98254241,Baik,B
6.9786278E7,SDS Pah Tsung,Jl. Komp. City Park Blok A-4,Cengkareng,235.0,3.0,Nuning Febriyanti,(021) 9260135,Baik,Tidak Terakreditasi
2.0103874E7,SDS Panca Bhakti,Jl. Kerja Bakti No. 30,Makasar,124.0,9.0,Hj. LUKMAWATI,(021) 80877226,Padat/Kumuh,B
2.0105736E7,SDS Pancaran Berkat,Jl. Setia Jaya Raya No. 100,Grogol Petamburan,167.0,11.0,"Wahyu End Rianna, S.P","(021) 5638992, (021) 5638993",Baik,A
2.010631E7,SDS Pangudi Luhur,Jl. H. Nawi No. 21,Cilandak,657.0,26.0,"BR STEPHANUS NGADENAN, S.PD.,",(021) 7513693,Baik,A
2.0109206E7,SDS Pangudi Rahayu,"Jl. Raya Bogor Km. 24,5",Pasar Rebo,174.0,9.0,CRISTNINA SUMINEM,(021) 87786214,Baik,A
2.0105083E7,SDS Pantai Indah,Jl. Kalibaru Timur,Cilincing,443.0,13.0,"Arifin,S.Pd",(021) 4412759,Banjir,B
2.0106311E7,SDS Pantara,Jl. Tebet Dalam Barat VI,T e b e t,44.0,20.0,"FAJRIYATUL HIDAYAH, S.Pd",(021) 83700683,Baik,B
2.0104799E7,SDS Paskalis I,Jl. Baladewa F16,Johar Baru,186.0,9.0,"Anastasia Muryati , S.Pd",(021) 4207862,Baik,A
2.0101743E7,SDS Patmos,Jl. Meruya Ilir Blok E-7,Kembangan,82.0,13.0,"Nenny Sirait, SE",(021) 5867643,Baik,A
2.0109146E7,SDS PB Sudirman,Jl. Raya Bogor Km. 24,Pasar Rebo,1619.0,79.0,"Ramdoni, M.Pd","(021) 8400387 Ext 115, 116",Baik,A
2.0105084E7,SDS Pelangi Kasih,"Taman Grisenda Blok A1 No. 28, Jl. Pantai Indah Timur",Penjaringan,861.0,57.0,Oksje Rumagit,(021) 5884351,Baik,A
2.0105737E7,SDS Pelita,Jl. Pos Duri Raya No. 23/29,Tambora,483.0,18.0,"Theresia Mira, S. Pd",(021) 6319546,Padat/Kumuh,A
2.0103046E7,SDS Pelita,Jl. Karang Pola VII,Pasar Minggu,686.0,28.0,"Masturi, S.Pd",(021) 7802950,Baik,A
2.0109041E7,SDS Pelita,Jl. Permata No. 19,Makasar,218.0,12.0,NYUKA MIRASARI,(021) 70399741,Baik,A
2.0105739E7,SDS Pelita Abadi,Jl. Kapuk Raya,Cengkareng,235.0,11.0,Drs. FX. Suparno,(021) 5416831,Padat/Kumuh,A
2.0106313E7,SDS Pelita Hati,Jl. Prof. DR. Satrio No. 235,Setia Budi,54.0,8.0,R. Marwanto,(021) 5255051,Baik,B
2.0105738E7,SDS Pelita II,Jl. Daan Mogot Gg. Macan No. 23-29,Kebon Jeruk,461.0,17.0,"Damiana Marti Yupinandari,SPd",(021) 5661707,Baik,A
2.0108873E7,SDS Pelita Kasih,Jl. Pahlawan Revolusi No. 12,Duren Sawit,103.0,12.0,Butet Tiurma,(021) 8611442,Baik,A
2.0108959E7,SDS Pelita Kasih,Jl. Taman Palem Lestari Blok E-9 No. 1,Cengkareng,419.0,16.0,"JUMADI, S.Pd",(021) 55952655,Baik,A
2.010574E7,SDS Pelita Kudus,Jl. Indraloka Raya No. 33A,Grogol Petamburan,98.0,10.0,Untung Waskito A,(021) 5658745,Baik,A
2.0103872E7,SDS Pembangunan Al Hikmah,Jl. Jati Barang V No. 40,Pulo Gadung,207.0,14.0,"NURHASANAH, Dra.","(021) 4894071, (021) 47862468",Baik,B
2.01048E7,SDS Pembangunan Masyarakat,Jl. Gunung Sahari VIII No. 6,Sawah Besar,116.0,8.0,Muhammad Nur Ashri,(021) 6288945,Baik,B
2.0104801E7,SDS Perg. Advent Salemba,Jl. Salemba Raya No. 47,S e n e n,18.0,7.0,"Jenny Lumban Gaol,MA",(021) 3150116,Baik,B
2.0103817E7,SDS Perguruan Advent 6,Jl. Jatinegara Barat No. 142B,Jatinegara,39.0,6.0,Beria Parhusip,(021) 8504359,Baik,B
2.0104802E7,SDS Perguruan Cikini,Jl. Cikini Raya No. 74-76,Menteng,395.0,31.0,"Indro Suwignyo,S.Pd.",(021) 3146374,Baik,A
2.0106314E7,SDS Perguruan Rakyat 2,Jl. Kp. Melayu Kecil I No. 38,T e b e t,138.0,8.0,"Nuryati, Spd",(021) 8304464,Banjir,A
2.0108971E7,SDS Perguruan Rakyat 4,Jl. Pahlawan Revolusi No. 12,Duren Sawit,155.0,9.0,"Sukiman, S.Pd",(021) 8617241,Baik,A
2.0108432E7,SDS Perguruan Rakyat III,Jl. Waringin No. 14,Matraman,287.0,13.0,Yetti Haryeti S.Pd.I,(021) 8506323,Baik,B
2.0109407E7,SDS Permai,Jl. Pluit Karang Barat Blok O VI No. 1,Penjaringan,289.0,36.0,"Simon Yonas, S.Pd",(021) 6617515,Baik,A
2.0109574E7,SDS Permata,Jl. Sukatani Raya No. 19,Kalideres,150.0,10.0,"Mutamimah ,S.Pd",(021) 90365753,Baik,Tidak Terakreditasi
2.0109375E7,SDS Permata Harapan,Jl. Sunan Sedayu No. 41,Pulo Gadung,21.0,6.0,MERIASTUTI KRISTIANA SUSANTY,(021) 4897080,Baik,B
2.0105086E7,SDS Permata Indah,"TPI 2, Jl. Kp. Gusti TPI Blok A No. 1",Penjaringan,388.0,23.0,"Suparto Jonie, S.E",(021) 92297368,Padat/Kumuh,A
2.0109186E7,SDS Permata Kasih,Jl. Komp. Permata Timur,Duren Sawit,202.0,13.0,Rayaman Saragih,(021) 8647542,Baik,A
2.0105087E7,SDS Persis,Jl. Yos Sudarso Lorong 103 No. 56,K o j a,118.0,11.0,"Moh. Idrus, MA.Pd",(021) 43906437,Baik,B
